CASENUM,VEH_NO,PER_NO,REGION,STRATUM,PJ,PSU,PSUSTRAT,NMIMPAIR,WEIGHT
201510444089,0,1,1,3,10,2,3,0,89.85326
201510444566,0,1,1,3,3,2,3,0,27.146
201510444750,0,1,1,3,4,2,3,0,53.88671
201510444972,0,1,1,3,6,2,3,0,49.280305
201510445293,0,1,1,4,2,2,3,0,217.168
201510445326,0,1,1,3,10,2,3,0,89.85326
201510445356,0,1,1,3,3,2,3,0,27.146
201510445554,0,1,1,3,3,2,3,0,27.146
201510445633,0,1,1,3,1,2,3,0,27.146
201510445701,0,1,1,3,6,2,3,0,49.280305
201510445845,0,1,1,3,3,2,3,99,27.146
201510445886,0,1,1,3,4,2,3,0,53.88671
201510445918,0,1,1,3,4,2,3,0,53.88671
201510446016,0,1,1,3,4,2,3,0,53.88671
201510446219,0,1,1,3,6,2,3,0,49.280305
201510446579,0,1,1,4,4,2,3,0,215.54684
201510446794,0,1,1,3,4,2,3,0,53.88671
201510748794,0,1,1,3,21,3,1,0,14.573372
201510748808,0,1,1,3,1,3,1,0,12.454
201510749065,0,1,1,3,4,3,1,0,9.948952
201510749207,0,1,1,3,13,3,1,0,14.75799
201510749277,0,1,1,3,4,3,1,0,9.948952
201510749338,0,1,1,3,8,3,1,0,9.931866
201510749446,0,1,1,3,3,3,1,0,10.157432
201510749555,0,1,1,3,16,3,1,0,15.620256
201510749849,0,1,1,3,1,3,1,99,12.454
201510750036,0,1,1,3,8,3,1,0,9.931866
201510750074,0,1,1,3,7,3,1,0,10.111004
201510750186,0,1,1,2,3,3,1,0,50.78716
201510750394,0,1,1,3,13,3,1,0,14.75799
201510750568,0,1,1,3,8,3,1,0,9.931866
201510750617,0,1,1,3,3,3,1,0,10.157432
201510750747,0,1,1,3,16,3,1,0,15.620256
201510750766,0,1,1,3,7,3,1,0,10.111004
201510751224,0,1,1,3,3,3,1,0,10.157432
201510751277,0,1,1,4,16,3,1,0,218.683584
201510751307,0,1,1,3,7,3,1,0,10.111004
201510751636,0,1,1,3,3,3,1,0,10.157432
201510751761,0,1,1,3,7,3,1,0,10.111004
201510751800,0,1,1,3,16,3,1,0,15.620256
201510751872,0,1,1,3,10,3,1,0,14.349849
201510751920,0,1,1,3,4,3,1,0,9.948952
201510752001,0,1,1,3,3,3,1,0,10.157432
201510752287,0,1,1,3,3,3,1,0,10.157432
201510752333,0,1,1,3,21,3,1,0,14.573372
201510752430,0,1,1,4,13,3,1,0,221.36985
201510752432,0,1,1,3,16,3,1,0,15.620256
201510752790,0,1,1,3,16,3,1,0,15.620256
201510752873,0,1,1,3,8,3,1,0,9.931866
201510753220,0,1,1,3,3,3,1,0,10.157432
201510753264,0,1,1,3,8,3,1,0,9.931866
201510753351,0,1,1,3,7,3,1,0,10.111004
201510753372,0,1,1,3,7,3,1,0,10.111004
201510753377,0,1,1,3,16,3,1,0,15.620256
201510753489,0,1,1,3,8,3,1,0,9.931866
201510753508,0,1,1,3,4,3,1,0,9.948952
201510753547,0,1,1,3,1,3,1,0,12.454
201510753670,0,1,1,3,13,3,1,0,14.75799
201510753742,0,1,1,3,8,3,1,0,9.931866
201510753822,0,1,1,3,3,3,1,0,10.157432
201510754020,0,1,1,3,7,3,1,0,10.111004
201510754150,0,1,1,3,10,3,1,0,14.349849
201510754227,0,1,1,3,8,3,1,0,9.931866
201510754258,0,1,1,3,1,3,1,0,12.454
201510754449,0,1,1,3,4,3,1,0,9.948952
201510754466,0,1,1,3,16,3,1,0,15.620256
201510754697,0,1,1,4,21,3,1,0,218.60058
201510754753,0,1,1,4,1,3,1,0,219.1904
201510754857,0,1,1,3,7,3,1,0,10.111004
201510754887,0,1,1,3,4,3,1,0,9.948952
201510755070,0,1,1,3,16,3,1,0,15.620256
201510755070,0,2,1,3,16,3,1,0,15.620256
201510755175,0,1,1,3,7,3,1,0,10.111004
201510755287,0,1,1,3,8,3,1,0,9.931866
201510755317,0,1,1,3,21,3,1,99,14.573372
201510755359,0,1,1,3,21,3,1,0,14.573372
201510755362,0,1,1,3,21,3,1,0,14.573372
201510755416,0,1,1,3,16,3,1,0,15.620256
201510755445,0,1,1,3,8,3,1,0,9.931866
201510755464,0,1,1,3,4,3,1,0,9.948952
201510755742,0,1,1,3,13,3,1,0,14.75799
201510755770,0,1,1,3,7,3,1,0,10.111004
201510755781,0,1,1,3,7,3,1,0,10.111004
201510755881,0,1,1,3,3,3,1,0,10.157432
201510755912,0,1,1,3,3,3,1,0,10.157432
201510755964,0,1,1,4,21,3,1,0,218.60058
201510756015,0,1,1,3,8,3,1,0,9.931866
201510756025,0,1,1,3,13,3,1,0,14.75799
201510756050,0,1,1,3,16,3,1,0,15.620256
201510756094,0,1,1,3,4,3,1,0,9.948952
201510756103,0,1,1,3,4,3,1,99,9.948952
201510756150,0,1,1,3,8,3,1,0,9.931866
201510756202,0,1,1,3,1,3,1,0,12.454
201510756210,0,1,1,3,3,3,1,0,10.157432
201510756216,0,1,1,3,3,3,1,0,10.157432
201510756377,0,1,1,3,4,3,1,0,9.948952
201510756418,0,1,1,3,3,3,1,0,10.157432
201510756418,0,2,1,3,3,3,1,98,10.157432
201510756458,0,1,1,4,3,3,1,99,218.384788
201510756469,0,1,1,3,13,3,1,0,14.75799
201510756628,0,1,1,3,8,3,1,0,9.931866
201510756700,0,1,1,3,3,3,1,98,10.157432
201510756729,0,1,1,3,21,3,1,0,14.573372
201510756831,0,1,1,3,8,3,1,0,9.931866
201510757052,0,1,1,3,16,3,1,0,15.620256
201510757197,0,1,1,3,13,3,1,0,14.75799
201510757228,0,1,1,3,4,3,1,99,9.948952
201510757325,0,1,1,3,21,3,1,0,14.573372
201510757378,0,1,1,3,16,3,1,0,15.620256
201510757400,0,1,1,3,4,3,1,0,9.948952
201510757408,0,1,1,3,4,3,1,0,9.948952
201510757481,0,1,1,3,21,3,1,9,14.573372
201510757483,0,1,1,3,21,3,1,0,14.573372
201510757483,0,2,1,3,21,3,1,0,14.573372
201510757549,0,1,1,3,16,3,1,0,15.620256
201510757590,0,1,1,3,8,3,1,0,9.931866
201510757847,0,1,1,3,4,3,1,0,9.948952
201510757890,0,1,1,3,13,3,1,0,14.75799
201510757959,0,1,1,3,7,3,1,0,10.111004
201510758009,0,1,1,3,8,3,1,0,9.931866
201510758018,0,1,1,3,8,3,1,99,9.931866
201510758035,0,1,1,3,16,3,1,0,15.620256
201510758174,0,1,1,4,1,3,1,0,219.1904
201510758274,0,1,1,3,7,3,1,0,10.111004
201510758359,0,1,1,3,3,3,1,0,10.157432
201510758503,0,1,1,3,8,3,1,0,9.931866
201510758544,0,1,1,4,4,3,1,0,218.876944
201510758755,0,1,1,3,8,3,1,99,9.931866
201510758814,0,1,1,3,4,3,1,0,9.948952
201510758866,0,1,1,3,3,3,1,0,10.157432
201510759050,0,1,1,3,13,3,1,0,14.75799
201510759112,0,1,1,2,8,3,1,99,49.65933
201510759220,0,1,1,3,10,3,1,0,14.349849
201510759412,0,1,1,3,4,3,1,0,9.948952
201510759412,0,2,1,3,4,3,1,0,9.948952
201510759463,0,1,1,3,8,3,1,0,9.931866
201510759773,0,1,1,3,8,3,1,0,9.931866
201510759937,0,1,1,3,3,3,1,0,10.157432
201510759993,0,1,1,3,10,3,1,0,14.349849
201510760323,0,1,1,4,21,3,1,9,218.60058
201510760371,0,1,1,3,1,3,1,0,12.454
201510760567,0,1,1,3,8,3,1,0,9.931866
201510760567,0,2,1,3,8,3,1,0,9.931866
201510760593,0,1,1,3,8,3,1,0,9.931866
201510760888,0,1,1,3,21,3,1,0,14.573372
201510760902,0,1,1,3,21,3,1,0,14.573372
201510760958,0,1,1,3,4,3,1,0,9.948952
201510761202,0,1,1,3,21,3,1,0,14.573372
201510761211,0,1,1,4,16,3,1,0,218.683584
201510761216,0,1,1,4,21,3,1,0,218.60058
201510761353,0,1,1,3,13,3,1,0,14.75799
201510761410,0,1,1,3,3,3,1,0,10.157432
201510761514,0,1,1,3,8,3,1,0,9.931866
201510761559,0,1,1,3,3,3,1,0,10.157432
201510761640,0,1,1,3,4,3,1,0,9.948952
201510761683,0,1,1,3,10,3,1,0,14.349849
201510761683,0,2,1,3,10,3,1,0,14.349849
201510761723,0,1,1,3,8,3,1,0,9.931866
201510762037,0,1,1,3,3,3,1,0,10.157432
201511124510,0,1,1,3,1,4,3,0,13.0465
201511124581,0,1,1,3,2,4,3,99,13.0465
201511124750,0,1,1,3,2,4,3,0,13.0465
201511125058,0,1,1,4,17,4,3,0,243.18676
201511125313,0,1,1,3,1,4,3,99,13.0465
201511125609,0,1,1,3,2,4,3,0,13.0465
201511125752,0,1,1,3,11,4,3,9,59.361575
201511125932,0,1,1,3,2,4,3,0,13.0465
201511125961,0,1,1,3,1,4,3,0,13.0465
201511126028,0,1,1,3,1,4,3,0,13.0465
201511126185,0,1,1,3,1,4,3,99,13.0465
201511126491,0,1,1,3,1,4,3,0,13.0465
201511126682,0,1,1,3,1,4,3,0,13.0465
201511126713,0,1,1,3,2,4,3,0,13.0465
201511126860,0,1,1,4,1,4,3,0,221.7905
201511126861,0,1,1,3,1,4,3,9,13.0465
201511126880,0,1,1,3,7,4,3,0,33.9209
201511126950,0,1,1,3,1,4,3,0,13.0465
201511126978,0,1,1,2,4,4,3,99,52.186
201511127036,0,1,1,3,1,4,3,0,13.0465
201511127047,0,1,1,3,6,4,3,99,27.13672
201511127084,0,1,1,3,2,4,3,0,13.0465
201511127090,0,1,1,3,2,4,3,0,13.0465
201511127347,0,1,1,3,2,4,3,9,13.0465
201511127407,0,1,1,3,6,4,3,0,27.13672
201511127407,0,2,1,3,6,4,3,0,27.13672
201511127447,0,1,1,3,3,4,3,0,13.0465
201511127498,0,1,1,3,2,4,3,0,13.0465
201511127568,0,1,1,3,4,4,3,0,13.0465
201511127618,0,1,1,3,1,4,3,0,13.0465
201511127868,0,1,1,3,2,4,3,99,13.0465
201511127912,0,1,1,3,1,4,3,0,13.0465
201511128087,0,1,1,3,2,4,3,0,13.0465
201511128098,0,1,1,3,2,4,3,0,13.0465
201511128101,0,1,1,3,2,4,3,0,13.0465
201511128170,0,1,1,3,1,4,3,0,13.0465
201511128187,0,1,1,3,1,4,3,0,13.0465
201511128547,0,1,1,3,2,4,3,0,13.0465
201511128582,0,1,1,3,2,4,3,0,13.0465
201511128726,0,1,1,3,1,4,3,0,13.0465
201511128738,0,1,1,3,11,4,3,0,59.361575
201511128813,0,1,1,3,2,4,3,99,13.0465
201511128839,0,1,1,3,2,4,3,0,13.0465
201511128926,0,1,1,3,3,4,3,0,13.0465
201511128942,0,1,1,3,3,4,3,0,13.0465
201511129079,0,1,1,3,2,4,3,0,13.0465
201511129500,0,1,1,3,7,4,3,0,33.9209
201511129745,0,1,1,3,2,4,3,0,13.0465
201511129862,0,1,1,3,3,4,3,0,13.0465
201511129875,0,1,1,3,3,4,3,0,13.0465
201511129980,0,1,1,3,1,4,3,98,13.0465
201511130175,0,1,1,3,1,4,3,0,13.0465
201511130253,0,1,1,3,1,4,3,0,13.0465
201511130274,0,1,1,3,2,4,3,0,13.0465
201511130443,0,1,1,3,2,4,3,0,13.0465
201511130595,0,1,1,3,1,4,3,0,13.0465
201511130730,0,1,1,3,2,4,3,0,13.0465
201511131021,0,1,1,4,2,4,3,0,221.7905
201511131040,0,1,1,3,2,4,3,0,13.0465
201511131053,0,1,1,4,2,4,3,0,221.7905
201511131105,0,1,1,3,3,4,3,0,13.0465
201511131272,0,1,1,3,3,4,3,0,13.0465
201511131306,0,1,1,3,2,4,3,0,13.0465
201511131342,0,1,1,3,11,4,3,9,59.361575
201511131452,0,1,1,3,2,4,3,0,13.0465
201511131647,0,1,1,3,2,4,3,0,13.0465
201511131737,0,1,1,3,4,4,3,0,13.0465
201511132056,0,1,1,3,2,4,3,0,13.0465
201511132486,0,1,1,3,2,4,3,0,13.0465
201511132525,0,1,1,3,3,4,3,0,13.0465
201511132660,0,1,1,3,2,4,3,0,13.0465
201511132848,0,1,1,3,17,4,3,0,121.59338
201511132939,0,1,1,3,2,4,3,0,13.0465
201511133049,0,1,1,3,3,4,3,0,13.0465
201511133332,0,1,1,3,1,4,3,0,13.0465
201511133384,0,1,1,3,2,4,3,9,13.0465
201511133795,0,1,1,3,1,4,3,0,13.0465
201511133990,0,1,1,3,2,4,3,0,13.0465
201511133990,0,2,1,3,2,4,3,0,13.0465
201511134339,0,1,1,3,1,4,3,0,13.0465
201511134490,0,1,1,3,3,4,3,0,13.0465
201511134694,0,1,1,3,2,4,3,0,13.0465
201511134860,0,1,1,3,2,4,3,0,13.0465
201511134962,0,1,1,3,1,4,3,9,13.0465
201511135389,0,1,1,3,3,4,3,0,13.0465
201511135480,0,1,1,3,6,4,3,0,27.13672
201511135491,0,1,1,3,6,4,3,0,27.13672
201511135491,0,2,1,3,6,4,3,0,27.13672
201511135680,0,1,1,3,1,4,3,0,13.0465
201511135754,0,1,1,4,6,4,3,0,217.09376
201511135787,0,1,1,3,3,4,3,99,13.0465
201511135851,0,1,1,3,4,4,3,0,13.0465
201511135880,0,1,1,3,2,4,3,0,13.0465
201511135909,0,1,1,3,2,4,3,0,13.0465
201511537238,0,1,1,3,1,5,2,0,11.046
201511537297,0,1,1,3,2,5,2,0,11.046
201511537324,0,1,1,3,5,5,2,0,16.07193
201511537381,0,1,1,3,51,5,2,0,97.37049
201511537389,0,1,1,3,51,5,2,0,97.37049
201511537498,0,1,1,3,8,5,2,0,16.45854
201511537972,0,1,1,3,1,5,2,99,11.046
201511538023,0,1,1,6,51,5,2,99,97.37049
201511538050,0,1,1,3,3,5,2,9,11.046
201511538222,0,1,1,6,51,5,2,0,97.37049
201511538665,0,1,1,3,27,5,2,99,49.54131
201511538696,0,1,1,3,3,5,2,0,11.046
201511538745,0,1,1,3,1,5,2,0,11.046
201511538772,0,1,1,4,3,5,2,0,220.92
201511538778,0,1,1,3,5,5,2,98,16.07193
201511538829,0,1,1,3,1,5,2,0,11.046
201511538873,0,1,1,3,5,5,2,0,16.07193
201511539144,0,1,1,3,11,5,2,0,21.09786
201511539200,0,1,1,3,1,5,2,0,11.046
201511539205,0,1,1,3,1,5,2,0,11.046
201511539236,0,1,1,3,8,5,2,0,16.45854
201511539242,0,1,1,3,3,5,2,0,11.046
201511539264,0,1,1,3,11,5,2,0,21.09786
201511539452,0,1,1,3,51,5,2,10,97.37049
201511539488,0,1,1,3,16,5,2,9,22.42338
201511539610,0,1,1,3,1,5,2,0,11.046
201511539727,0,1,1,6,51,5,2,0,97.37049
201511539743,0,1,1,3,8,5,2,0,16.45854
201511539832,0,1,1,3,8,5,2,0,16.45854
201511539868,0,1,1,3,8,5,2,0,16.45854
201511540175,0,1,1,4,1,5,2,0,220.92
201511540185,0,1,1,3,1,5,2,0,11.046
201511540198,0,1,1,3,1,5,2,0,11.046
201511540234,0,1,1,3,8,5,2,0,16.45854
201511540442,0,1,1,3,8,5,2,0,16.45854
201511540519,0,1,1,3,11,5,2,0,21.09786
201511540551,0,1,1,3,1,5,2,0,11.046
201511540856,0,1,1,3,2,5,2,0,11.046
201511541168,0,1,1,3,8,5,2,0,16.45854
201511541214,0,1,1,3,27,5,2,99,49.54131
201511541228,0,1,1,4,16,5,2,99,224.2338
201511541229,0,1,1,3,16,5,2,0,22.42338
201511541278,0,1,1,3,3,5,2,9,11.046
201511541351,0,1,1,3,11,5,2,0,21.09786
201512012126,0,1,1,4,26,6,1,0,222.667137
201512012355,0,1,1,3,14,6,1,99,11.62076
201512012358,0,1,1,3,14,6,1,0,11.62076
201512012496,0,1,1,3,14,6,1,0,11.62076
201512012497,0,1,1,3,20,6,1,0,14.820011
201512012648,0,1,1,3,14,6,1,0,11.62076
201512012794,0,1,1,3,4,6,1,99,11.492
201512012808,0,1,1,3,2,6,1,0,11.05
201512012820,0,1,1,3,14,6,1,99,11.62076
201512012829,0,1,1,3,14,6,1,0,11.62076
201512012838,0,1,1,3,5,6,1,0,10.908946
201512012845,0,1,1,3,26,6,1,99,20.242467
201512012848,0,1,1,3,26,6,1,0,20.242467
201512012850,0,1,1,3,26,6,1,0,20.242467
201512012959,0,1,1,3,2,6,1,0,11.05
201512012986,0,1,1,3,20,6,1,9,14.820011
201512012998,0,1,1,3,26,6,1,99,20.242467
201512013170,0,1,1,3,26,6,1,0,20.242467
201512013173,0,1,1,3,26,6,1,0,20.242467
201512013194,0,1,1,3,14,6,1,0,11.62076
201512013196,0,1,1,4,14,6,1,0,220.79444
201512013199,0,1,1,3,14,6,1,0,11.62076
201512013199,0,2,1,3,14,6,1,0,11.62076
201512013358,0,1,1,3,5,6,1,0,10.908946
201512013361,0,1,1,3,26,6,1,0,20.242467
201512013362,0,1,1,3,26,6,1,0,20.242467
201512013394,0,1,1,3,20,6,1,0,14.820011
201512013505,0,1,1,3,26,6,1,9,20.242467
201512013507,0,1,1,4,26,6,1,0,222.667137
201512013529,0,1,1,3,14,6,1,9,11.62076
201512013532,0,1,1,3,14,6,1,99,11.62076
201512013535,0,1,1,3,14,6,1,9,11.62076
201512013536,0,1,1,2,14,6,1,99,46.48304
201512013537,0,1,1,3,14,6,1,0,11.62076
201512013561,0,1,1,3,11,6,1,98,8.941356
201512013567,0,1,1,3,11,6,1,0,8.941356
201512013647,0,1,1,3,11,6,1,99,8.941356
201512013657,0,1,1,3,1,6,1,0,11.05
201512013662,0,1,1,3,20,6,1,0,14.820011
201512013665,0,1,1,3,20,6,1,0,14.820011
201512013689,0,1,1,3,2,6,1,0,11.05
201512013692,0,1,1,3,26,6,1,0,20.242467
201512013801,0,1,1,3,26,6,1,9,20.242467
201512013804,0,1,1,3,26,6,1,0,20.242467
201512013823,0,1,1,3,7,6,1,0,10.975026
201512013832,0,1,1,3,20,6,1,0,14.820011
201512013863,0,1,1,3,11,6,1,0,8.941356
201512013939,0,1,1,3,26,6,1,99,20.242467
201512013944,0,1,1,3,5,6,1,99,10.908946
201512013954,0,1,1,4,7,6,1,0,219.50052
201512013965,0,1,1,3,14,6,1,99,11.62076
201512014015,0,1,1,3,5,6,1,0,10.908946
201512014156,0,1,1,3,26,6,1,0,20.242467
201512014338,0,1,1,3,26,6,1,0,20.242467
201512014357,0,1,1,3,14,6,1,0,11.62076
201512014447,0,1,1,4,5,6,1,98,218.17892
201512014460,0,1,1,3,7,6,1,99,10.975026
201512014475,0,1,1,3,14,6,1,0,11.62076
201512014505,0,1,1,3,2,6,1,0,11.05
201512014505,0,2,1,3,2,6,1,0,11.05
201512014590,0,1,1,4,7,6,1,99,219.50052
201512014653,0,1,1,3,4,6,1,0,11.492
201512014740,0,1,1,3,26,6,1,99,20.242467
201512014753,0,1,1,3,5,6,1,0,10.908946
201512014753,0,2,1,3,5,6,1,0,10.908946
201512014770,0,1,1,3,14,6,1,0,11.62076
201512014783,0,1,1,3,11,6,1,0,8.941356
201512014787,0,1,1,3,11,6,1,98,8.941356
201512014787,0,2,1,3,11,6,1,99,8.941356
201512014880,0,1,1,4,26,6,1,0,222.667137
201512014957,0,1,1,3,4,6,1,0,11.492
201512015039,0,1,1,4,26,6,1,0,222.667137
201512015065,0,1,1,3,20,6,1,0,14.820011
201512015076,0,1,1,3,11,6,1,0,8.941356
201512015084,0,1,1,3,1,6,1,0,11.05
201512015191,0,1,1,3,7,6,1,98,10.975026
201512015193,0,1,1,3,14,6,1,0,11.62076
201512015263,0,1,1,3,2,6,1,0,11.05
201512015316,0,1,1,4,26,6,1,99,222.667137
201512425015,0,1,1,3,51,8,2,0,61.54734
201512425105,0,1,1,4,15,8,2,0,227.057568
201512425174,0,1,1,3,47,8,2,99,58.585786
201512425492,0,1,1,4,5,8,2,0,224.936998
201512425844,0,1,1,3,22,8,2,99,29.744785
201512426198,0,1,1,3,15,8,2,9,28.382196
201512426238,0,1,1,3,15,8,2,0,28.382196
201512426240,0,1,1,3,15,8,2,9,28.382196
201512426277,0,1,1,3,15,8,2,99,28.382196
201512426343,0,1,1,3,4,8,2,0,12.434995
201512426343,0,2,1,3,4,8,2,0,12.434995
201512426497,0,1,1,4,120,8,2,0,197.71062
201512426650,0,1,1,2,118,8,2,98,98.85531
201513082172,0,1,3,3,7,9,8,99,15.17718
201513082248,0,1,3,3,3,9,8,0,15.17718
201513082281,0,1,3,3,3,9,8,0,15.17718
201513082563,0,1,3,3,3,9,8,98,15.17718
201513082563,0,2,3,3,3,9,8,98,15.17718
201513082633,0,1,3,3,3,9,8,0,15.17718
201513082645,0,1,3,3,13,9,8,0,25.619584
201513082651,0,1,3,3,13,9,8,0,25.619584
201513082928,0,1,3,3,13,9,8,0,25.619584
201513082928,0,2,3,3,13,9,8,0,25.619584
201513083068,0,1,3,4,8,9,8,0,232.575476
201513083179,0,1,3,3,7,9,8,0,15.17718
201513083560,0,1,3,3,16,9,8,98,28.514682
201513083633,0,1,3,3,13,9,8,0,25.619584
201513084041,0,1,3,3,13,9,8,0,25.619584
201513084047,0,1,3,3,5,9,8,99,15.17718
201513084082,0,1,3,3,4,9,8,0,15.17718
201513084644,0,1,3,3,4,9,8,0,15.17718
201513084775,0,1,3,4,16,9,8,9,228.117456
201513085606,0,1,3,3,7,9,8,98,15.17718
201513085670,0,1,3,3,4,9,8,98,15.17718
201513085708,0,1,3,3,13,9,8,9,25.619584
201513085846,0,1,3,3,13,9,8,9,25.619584
201513085851,0,1,3,3,13,9,8,98,25.619584
201513086127,0,1,3,3,16,9,8,98,28.514682
201513086517,0,1,3,3,13,9,8,98,25.619584
201513086523,0,1,3,3,13,9,8,98,25.619584
201513086527,0,1,3,4,13,9,8,98,230.576256
201513086610,0,1,3,3,8,9,8,98,16.612534
201513086745,0,1,3,3,3,9,8,98,15.17718
201513086855,0,1,3,3,7,9,8,98,15.17718
201513087061,0,1,3,3,13,9,8,9,25.619584
201513087186,0,1,3,3,13,9,8,9,25.619584
201513087293,0,1,3,3,8,9,8,98,16.612534
201513087365,0,1,3,3,3,9,8,98,15.17718
201513087398,0,1,3,3,3,9,8,98,15.17718
201513087652,0,1,3,3,4,9,8,98,15.17718
201513087809,0,1,3,3,8,9,8,0,16.612534
201513087826,0,1,3,3,8,9,8,98,16.612534
201513087875,0,1,3,3,4,9,8,98,15.17718
201513087892,0,1,3,3,4,9,8,9,15.17718
201513087982,0,1,3,3,8,9,8,98,16.612534
201513087987,0,1,3,3,5,9,8,98,15.17718
201513087999,0,1,3,3,3,9,8,98,15.17718
201513088097,0,1,3,3,3,9,8,98,15.17718
201513088298,0,1,3,1,4,9,8,98,5.05906
201513088321,0,1,3,3,4,9,8,98,15.17718
201513088620,0,1,3,3,3,9,8,98,15.17718
201513088754,0,1,3,3,3,9,8,98,15.17718
201513574208,0,1,2,3,3,11,6,0,19.0507
201513574752,0,1,2,3,5,11,6,98,19.0507
201513574778,0,1,2,3,1,11,6,98,19.0507
201513574782,0,1,2,4,1,11,6,98,228.6084
201513574875,0,1,2,3,3,11,6,98,19.0507
201513574911,0,1,2,3,5,11,6,98,19.0507
201513575035,0,1,2,3,3,11,6,98,19.0507
201513575377,0,1,2,3,1,11,6,98,19.0507
201513576061,0,1,2,3,1,11,6,98,19.0507
201513576598,0,1,2,3,1,11,6,0,19.0507
201513576893,0,1,2,3,1,11,6,98,19.0507
201513576900,0,1,2,3,1,11,6,98,19.0507
201513576900,0,2,2,3,1,11,6,98,19.0507
201513576901,0,1,2,3,1,11,6,98,19.0507
201513576910,0,1,2,4,3,11,6,98,228.6084
201513577148,0,1,2,3,3,11,6,98,19.0507
201513577161,0,1,2,3,3,11,6,0,19.0507
201513577314,0,1,2,3,5,11,6,98,19.0507
201513577389,0,1,2,3,5,11,6,98,19.0507
201513577824,0,1,2,3,3,11,6,98,19.0507
201513577880,0,1,2,3,1,11,6,98,19.0507
201513577934,0,1,2,3,3,11,6,98,19.0507
201513578315,0,1,2,3,1,11,6,98,19.0507
201513578852,0,1,2,3,3,11,6,98,19.0507
201513579176,0,1,2,3,3,11,6,98,19.0507
201513579192,0,1,2,3,3,11,6,0,19.0507
201513579354,0,1,2,3,1,11,6,99,19.0507
201513579497,0,1,2,3,16,11,6,98,19.0507
201513579547,0,1,2,4,3,11,6,0,228.6084
201513579567,0,1,2,3,3,11,6,0,19.0507
201513579713,0,1,2,3,1,11,6,98,19.0507
201513579981,0,1,2,3,2,11,6,98,19.0507
201513580394,0,1,2,3,1,11,6,98,19.0507
201513580404,0,1,2,3,6,11,6,98,19.0507
201513580412,0,1,2,3,2,11,6,98,19.0507
201513580498,0,1,2,3,3,11,6,98,19.0507
201513580710,0,1,2,3,2,11,6,98,19.0507
201513581109,0,1,2,3,5,11,6,0,19.0507
201513581225,0,1,2,3,16,11,6,0,19.0507
201513581257,0,1,2,3,6,11,6,0,19.0507
201513581282,0,1,2,3,2,11,6,98,19.0507
201513581322,0,1,2,3,3,11,6,0,19.0507
201513581364,0,1,2,3,3,11,6,98,19.0507
201513581534,0,1,2,3,3,11,6,98,19.0507
201513581583,0,1,2,3,1,11,6,98,19.0507
201513581584,0,1,2,3,1,11,6,99,19.0507
201513581589,0,1,2,3,1,11,6,98,19.0507
201513581686,0,1,2,3,2,11,6,98,19.0507
201513581769,0,1,2,3,3,11,6,9,19.0507
201513582124,0,1,2,3,3,11,6,98,19.0507
201513582154,0,1,2,4,3,11,6,99,228.6084
201513582427,0,1,2,3,3,11,6,0,19.0507
201513582442,0,1,2,3,3,11,6,9,19.0507
201513582444,0,1,2,3,3,11,6,0,19.0507
201513582447,0,1,2,3,3,11,6,0,19.0507
201513582540,0,1,2,3,3,11,6,0,19.0507
201513582713,0,1,2,6,16,11,6,98,95.2535
201513583585,0,1,2,3,16,11,6,99,19.0507
201514000482,0,1,2,3,1,12,5,0,12.6052
201514000920,0,1,2,3,1,12,5,0,12.6052
201514001025,0,1,2,3,1,12,5,0,12.6052
201514001643,0,1,2,3,1,12,5,0,12.6052
201514001895,0,1,2,3,1,12,5,0,12.6052
201514001977,0,1,2,3,5,12,5,0,12.211288
201514002307,0,1,2,3,1,12,5,98,12.6052
201514002738,0,1,2,4,1,12,5,0,220.591
201514003152,0,1,2,3,1,12,5,0,12.6052
201514003273,0,1,2,3,1,12,5,0,12.6052
201514003408,0,1,2,3,2,12,5,0,12.6052
201514003882,0,1,2,3,1,12,5,0,12.6052
201514004495,0,1,2,3,4,12,5,0,12.6052
201514004940,0,1,2,3,5,12,5,0,12.211288
201514099340,0,1,2,4,14,12,5,0,251.053986
201514103471,0,1,1,3,14,6,1,0,11.62076
201514103482,0,1,1,3,5,6,1,99,10.908946
201514103550,0,1,1,6,4,6,1,0,97.682
201514103584,0,1,1,3,11,6,1,0,8.941356
201514103600,0,1,1,3,14,6,1,98,11.62076
201514103630,0,1,1,3,5,6,1,99,10.908946
201514103674,0,1,1,3,14,6,1,0,11.62076
201514103689,0,1,1,3,2,6,1,98,11.05
201514103711,0,1,1,3,4,6,1,98,11.492
201514103730,0,1,1,3,14,6,1,99,11.62076
201514103733,0,1,1,4,20,6,1,99,222.300165
201514103743,0,1,1,3,26,6,1,0,20.242467
201514103784,0,1,1,3,11,6,1,0,8.941356
201514103812,0,1,1,3,7,6,1,0,10.975026
201514103831,0,1,1,3,26,6,1,99,20.242467
201514103856,0,1,1,3,4,6,1,98,11.492
201514103884,0,1,1,3,1,6,1,0,11.05
201514103897,0,1,1,3,14,6,1,0,11.62076
201514103911,0,1,1,3,5,6,1,0,10.908946
201514103966,0,1,1,3,2,6,1,99,11.05
201514103982,0,1,1,3,1,6,1,0,11.05
201514103989,0,1,1,3,14,6,1,99,11.62076
201514104024,0,1,1,3,5,6,1,0,10.908946
201514104025,0,1,1,3,26,6,1,0,20.242467
201514104026,0,1,1,3,26,6,1,0,20.242467
201514104031,0,1,1,3,26,6,1,0,20.242467
201514104062,0,1,1,3,4,6,1,99,11.492
