CASENUM,VEH_NO,REGION,STRATUM,PJ,PSU,PSUSTRAT,MVIOLATN,WEIGHT
201516141193,7,3,6,1,43,9,0,97.772
201516141193,8,3,6,1,43,9,0,97.772
201516141201,1,3,5,1,43,9,0,61.1075
201516141208,1,3,4,1,43,9,0,219.987
201516141208,2,3,4,1,43,9,19,219.987
201516141208,2,3,4,1,43,9,71,219.987
201516141230,1,3,3,1,43,9,0,12.2215
201516141232,1,3,4,1,43,9,0,219.987
201516141232,2,3,4,1,43,9,0,219.987
201516141253,1,3,6,1,43,9,0,97.772
201516141253,2,3,6,1,43,9,0,97.772
201516141255,1,3,3,1,43,9,0,12.2215
201516141255,2,3,3,1,43,9,0,12.2215
201516141258,1,3,4,1,43,9,0,219.987
201516141258,2,3,4,1,43,9,0,219.987
201516141282,1,3,4,1,43,9,98,219.987
201516141282,2,3,4,1,43,9,0,219.987
201516141288,1,3,3,1,43,9,0,12.2215
201516141288,2,3,3,1,43,9,0,12.2215
201516141303,1,3,5,1,43,9,0,61.1075
201516141304,1,3,4,1,43,9,0,219.987
201516141304,2,3,4,1,43,9,0,219.987
201516141308,1,3,6,1,43,9,0,97.772
201516141333,1,3,2,10,43,9,3,57.347067
201516141333,2,3,2,10,43,9,0,57.347067
201516141335,1,3,4,10,43,9,3,229.388268
201516141335,2,3,4,10,43,9,0,229.388268
201516141339,1,3,3,10,43,9,0,57.347067
201516141339,2,3,3,10,43,9,0,57.347067
201516141340,1,3,6,10,43,9,0,114.694134
201516141340,2,3,6,10,43,9,0,114.694134
201516141342,1,3,4,10,43,9,58,229.388268
201516141342,2,3,4,10,43,9,0,229.388268
201516141351,1,3,4,3,43,9,0,219.987
201516141351,2,3,4,3,43,9,0,219.987
201516141354,1,3,6,3,43,9,0,97.772
201516141354,2,3,6,3,43,9,0,97.772
201516141375,1,3,4,3,43,9,0,219.987
201516141375,2,3,4,3,43,9,0,219.987
201516141385,1,3,6,3,43,9,98,97.772
201516141385,2,3,6,3,43,9,0,97.772
201516141400,1,3,4,1,43,9,0,219.987
201516141400,2,3,4,1,43,9,0,219.987
201516141419,1,3,3,1,43,9,3,12.2215
201516141421,1,3,6,1,43,9,0,97.772
201516141421,2,3,6,1,43,9,0,97.772
201516141421,3,3,6,1,43,9,0,97.772
201516141425,1,3,4,1,43,9,7,219.987
201516141425,1,3,4,1,43,9,12,219.987
201516141446,1,3,3,1,43,9,0,12.2215
201516141446,2,3,3,1,43,9,0,12.2215
201516141446,3,3,3,1,43,9,0,12.2215
201516141446,4,3,3,1,43,9,0,12.2215
201516141449,1,3,4,1,43,9,0,219.987
201516141449,2,3,4,1,43,9,0,219.987
201516141452,1,3,6,1,43,9,0,97.772
201516141452,2,3,6,1,43,9,0,97.772
201516141452,3,3,6,1,43,9,0,97.772
201516141474,1,3,4,4,43,9,0,219.987
201516141474,2,3,4,4,43,9,0,219.987
201516141491,1,3,4,1,43,9,0,219.987
201516141491,2,3,4,1,43,9,0,219.987
201516141497,1,3,5,1,43,9,0,61.1075
201516141497,2,3,5,1,43,9,99,61.1075
201516141504,1,3,6,1,43,9,0,97.772
201516141504,2,3,6,1,43,9,0,97.772
201516141515,1,3,4,1,43,9,0,219.987
201516141515,2,3,4,1,43,9,0,219.987
201516141533,1,3,6,1,43,9,0,97.772
201516141539,1,3,4,1,43,9,0,219.987
201516141539,2,3,4,1,43,9,0,219.987
201516141547,1,3,3,1,43,9,3,12.2215
201516141547,2,3,3,1,43,9,0,12.2215
201516141561,1,3,3,2,43,9,69,12.2215
201516141563,1,3,6,2,43,9,0,97.772
201516141563,2,3,6,2,43,9,98,97.772
201516141564,1,3,4,2,43,9,0,219.987
201516141564,2,3,4,2,43,9,0,219.987
201516141564,3,3,4,2,43,9,98,219.987
201516141584,1,3,5,2,43,9,2,61.1075
201516141584,1,3,5,2,43,9,12,61.1075
201516141589,1,3,4,2,43,9,98,219.987
201516141589,2,3,4,2,43,9,0,219.987
201516141606,1,3,4,3,43,9,0,219.987
201516141612,1,3,3,3,43,9,3,12.2215
201516141632,1,3,4,3,43,9,0,219.987
201516141632,2,3,4,3,43,9,0,219.987
201516141651,1,3,6,3,43,9,0,97.772
201516141651,2,3,6,3,43,9,0,97.772
201516141652,1,3,4,3,43,9,0,219.987
201516141652,2,3,4,3,43,9,0,219.987
201516141662,1,3,4,10,43,9,98,229.388268
201516141662,2,3,4,10,43,9,0,229.388268
201516141662,3,3,4,10,43,9,0,229.388268
201516141664,1,3,6,10,43,9,3,114.694134
201516141664,2,3,6,10,43,9,72,114.694134
201516141667,1,3,4,10,43,9,98,229.388268
201516141667,2,3,4,10,43,9,0,229.388268
201516141668,1,3,2,10,43,9,3,57.347067
201516141668,2,3,2,10,43,9,0,57.347067
201516141670,1,3,6,10,43,9,37,114.694134
201516141670,2,3,6,10,43,9,71,114.694134
201516141691,1,3,4,1,43,9,71,219.987
201516141691,1,3,4,1,43,9,98,219.987
201516141691,2,3,4,1,43,9,0,219.987
201516141707,1,3,3,1,43,9,0,12.2215
201516141717,1,3,3,1,43,9,31,12.2215
201516141717,2,3,3,1,43,9,0,12.2215
201516141731,1,3,4,1,43,9,72,219.987
201516141731,1,3,4,1,43,9,98,219.987
201516141731,2,3,4,1,43,9,0,219.987
201516141731,3,3,4,1,43,9,0,219.987
201516141733,1,3,6,1,43,9,74,97.772
201516141733,1,3,6,1,43,9,98,97.772
201516141733,2,3,6,1,43,9,0,97.772
201516141739,1,3,3,1,43,9,0,12.2215
201516141755,1,3,4,1,43,9,0,219.987
201516141755,2,3,4,1,43,9,0,219.987
201516141778,1,3,4,1,43,9,74,219.987
201516141778,1,3,4,1,43,9,98,219.987
201516141778,2,3,4,1,43,9,74,219.987
201516141778,2,3,4,1,43,9,76,219.987
201516141797,1,3,2,1,43,9,0,48.886
201516141797,2,3,2,1,43,9,0,48.886
201516141802,1,3,4,1,43,9,0,219.987
201516141802,2,3,4,1,43,9,0,219.987
201516141806,1,3,6,1,43,9,0,97.772
201516141809,1,3,5,1,43,9,0,61.1075
201516141809,2,3,5,1,43,9,0,61.1075
201516141814,1,3,3,1,43,9,0,12.2215
201516141814,2,3,3,1,43,9,0,12.2215
201516141827,1,3,4,1,43,9,0,219.987
201516141827,2,3,4,1,43,9,0,219.987
201516141849,1,3,4,1,43,9,0,219.987
201516141849,2,3,4,1,43,9,0,219.987
201516141862,1,3,6,1,43,9,0,97.772
201516141862,2,3,6,1,43,9,0,97.772
201516141871,1,3,4,1,43,9,0,219.987
201516141871,2,3,4,1,43,9,0,219.987
201516141875,1,3,4,6,43,9,0,207.086595
201516141875,2,3,4,6,43,9,46,207.086595
201516141879,1,3,3,6,43,9,0,41.417319
201516141882,1,3,4,6,43,9,0,207.086595
201516141882,2,3,4,6,43,9,0,207.086595
201516141883,1,3,6,6,43,9,0,82.834638
201516141883,2,3,6,6,43,9,98,82.834638
201516141889,1,3,6,6,43,9,98,82.834638
201516141889,2,3,6,6,43,9,0,82.834638
201516141890,1,3,4,6,43,9,98,207.086595
201516141890,2,3,4,6,43,9,0,207.086595
201516141894,1,3,3,6,43,9,16,41.417319
201516141894,1,3,3,6,43,9,71,41.417319
201516141916,1,3,4,1,43,9,0,219.987
201516141916,2,3,4,1,43,9,0,219.987
201516141916,3,3,4,1,43,9,0,219.987
201516141926,1,3,5,1,43,9,0,61.1075
201516141926,2,3,5,1,43,9,0,61.1075
201516141926,3,3,5,1,43,9,0,61.1075
201516141926,4,3,5,1,43,9,0,61.1075
201516141931,1,3,6,1,43,9,46,97.772
201516141931,2,3,6,1,43,9,0,97.772
201516141939,1,3,4,1,43,9,0,219.987
201516141939,2,3,4,1,43,9,0,219.987
201516141950,1,3,3,1,43,9,0,12.2215
201516141950,2,3,3,1,43,9,0,12.2215
201516141952,1,3,3,1,43,9,0,12.2215
201516141952,2,3,3,1,43,9,0,12.2215
201516141961,1,3,3,1,43,9,0,12.2215
201516141961,2,3,3,1,43,9,0,12.2215
201516141969,1,3,4,1,43,9,0,219.987
201516141969,2,3,4,1,43,9,0,219.987
201516141971,1,3,6,1,43,9,0,97.772
201516141971,2,3,6,1,43,9,0,97.772
201516141986,1,3,5,3,43,9,46,61.1075
201516141986,2,3,5,3,43,9,0,61.1075
201516141997,1,3,4,3,43,9,0,219.987
201516141997,2,3,4,3,43,9,0,219.987
201516141997,3,3,4,3,43,9,0,219.987
201516142016,1,3,4,3,43,9,12,219.987
201516142016,1,3,4,3,43,9,15,219.987
201516142016,2,3,4,3,43,9,0,219.987
201516142031,1,3,5,3,43,9,0,61.1075
201516142043,1,3,4,1,43,9,0,219.987
201516142043,2,3,4,1,43,9,0,219.987
201516142045,1,3,3,1,43,9,2,12.2215
201516142045,1,3,3,1,43,9,74,12.2215
201516142045,1,3,3,1,43,9,76,12.2215
201516142067,1,3,5,4,43,9,46,61.1075
201516142067,2,3,5,4,43,9,0,61.1075
201516142083,1,3,4,1,43,9,0,219.987
201516142083,2,3,4,1,43,9,0,219.987
201516142095,1,3,6,2,43,9,35,97.772
201516142095,2,3,6,2,43,9,0,97.772
201516142097,1,3,3,2,43,9,0,12.2215
201516142107,1,3,4,2,43,9,3,219.987
201516142107,2,3,4,2,43,9,0,219.987
201516142109,1,3,5,2,43,9,46,61.1075
201516142109,2,3,5,2,43,9,0,61.1075
201516142154,1,3,3,1,43,9,0,12.2215
201516142154,2,3,3,1,43,9,0,12.2215
201516142154,3,3,3,1,43,9,0,12.2215
201516142154,4,3,3,1,43,9,0,12.2215
201516142172,1,3,6,1,43,9,0,97.772
201516142172,2,3,6,1,43,9,0,97.772
201516142186,1,3,4,1,43,9,0,219.987
201516142186,2,3,4,1,43,9,0,219.987
201516142200,1,3,6,1,43,9,0,97.772
201516142200,2,3,6,1,43,9,0,97.772
201516142200,3,3,6,1,43,9,0,97.772
201516142211,1,3,4,1,43,9,0,219.987
201516142211,2,3,4,1,43,9,0,219.987
201516142227,1,3,5,1,43,9,72,61.1075
201516142227,1,3,5,1,43,9,98,61.1075
201516142227,2,3,5,1,43,9,0,61.1075
201516142227,3,3,5,1,43,9,0,61.1075
201516142227,4,3,5,1,43,9,0,61.1075
201516142227,5,3,5,1,43,9,0,61.1075
201516142235,1,3,4,1,43,9,0,219.987
201516142235,2,3,4,1,43,9,0,219.987
201516142248,1,3,6,1,43,9,0,97.772
201516142259,1,3,3,1,43,9,0,12.2215
201516142260,1,3,4,1,43,9,98,219.987
201516142260,2,3,4,1,43,9,0,219.987
201516142260,3,3,4,1,43,9,0,219.987
201516142286,1,3,4,1,43,9,0,219.987
201516142286,2,3,4,1,43,9,0,219.987
201516142292,1,3,6,1,43,9,0,97.772
201516142292,2,3,6,1,43,9,0,97.772
201516142292,3,3,6,1,43,9,0,97.772
201516142306,1,3,5,1,43,9,12,61.1075
201516142306,2,3,5,1,43,9,0,61.1075
201516142310,1,3,4,1,43,9,0,219.987
201516142310,2,3,4,1,43,9,0,219.987
201516142330,1,3,4,1,43,9,0,219.987
201516142330,2,3,4,1,43,9,0,219.987
201516142350,1,3,4,1,43,9,0,219.987
201516142350,2,3,4,1,43,9,0,219.987
201516142356,1,3,6,1,43,9,0,97.772
201516142356,2,3,6,1,43,9,0,97.772
201516142375,1,3,3,1,43,9,0,12.2215
201516142375,2,3,3,1,43,9,0,12.2215
201516142376,1,3,4,1,43,9,0,219.987
201516142376,2,3,4,1,43,9,0,219.987
201516142389,1,3,3,1,43,9,0,12.2215
201516142394,1,3,3,1,43,9,0,12.2215
201516142397,1,3,4,1,43,9,0,219.987
201516142401,1,3,3,1,43,9,0,12.2215
201516142401,2,3,3,1,43,9,7,12.2215
201516142405,1,3,6,1,43,9,12,97.772
201516142405,1,3,6,1,43,9,15,97.772
201516142411,1,3,3,1,43,9,0,12.2215
201516142427,1,3,4,1,43,9,12,219.987
201516142427,1,3,4,1,43,9,98,219.987
201516142437,1,3,6,1,43,9,98,97.772
201516142449,1,3,4,1,43,9,0,219.987
201516142449,2,3,4,1,43,9,95,219.987
201516142451,1,3,4,10,43,9,98,229.388268
201516142451,2,3,4,10,43,9,0,229.388268
201516142455,1,3,4,10,43,9,98,229.388268
201516142455,2,3,4,10,43,9,0,229.388268
201516142455,3,3,4,10,43,9,0,229.388268
201516142457,1,3,6,10,43,9,0,114.694134
201516142457,2,3,6,10,43,9,0,114.694134
201516142475,1,3,4,2,43,9,0,219.987
201516142480,1,3,3,2,43,9,0,12.2215
201516142482,1,3,5,2,43,9,46,61.1075
201516142482,2,3,5,2,43,9,0,61.1075
201516142490,1,3,3,2,43,9,79,12.2215
201516142499,1,3,6,2,43,9,0,97.772
201516142499,2,3,6,2,43,9,0,97.772
201516142503,1,3,4,2,43,9,69,219.987
201516142532,1,3,4,3,43,9,16,219.987
201516142532,1,3,4,3,43,9,19,219.987
201516142549,1,3,3,3,43,9,0,12.2215
201516142552,1,3,4,3,43,9,0,219.987
201516142552,2,3,4,3,43,9,0,219.987
201516142586,1,3,1,4,43,9,0,12.2215
201516142586,2,3,1,4,43,9,0,12.2215
201516142587,1,3,4,4,43,9,0,219.987
201516142587,2,3,4,4,43,9,0,219.987
201516142598,1,3,4,6,43,9,3,207.086595
201516142598,2,3,4,6,43,9,0,207.086595
201516142600,1,3,5,6,43,9,0,41.417319
201516142600,2,3,5,6,43,9,0,41.417319
201516142624,1,3,4,10,43,9,0,229.388268
201516142624,2,3,4,10,43,9,0,229.388268
201516142625,1,3,3,10,43,9,46,57.347067
201516142625,2,3,3,10,43,9,0,57.347067
201516142635,1,3,5,2,43,9,0,61.1075
201516142647,1,3,3,2,43,9,19,12.2215
201516142647,1,3,3,2,43,9,52,12.2215
201516142647,1,3,3,2,43,9,69,12.2215
201516142648,1,3,4,2,43,9,98,219.987
201516142648,2,3,4,2,43,9,0,219.987
201516142652,1,3,6,2,43,9,98,97.772
201516142652,2,3,6,2,43,9,0,97.772
201516142652,3,3,6,2,43,9,0,97.772
201516142673,1,3,4,2,43,9,0,219.987
201516142674,1,3,3,2,43,9,0,12.2215
201516142674,2,3,3,2,43,9,0,12.2215
201516142688,1,3,6,2,43,9,19,97.772
201516142688,1,3,6,2,43,9,69,97.772
201516142691,1,3,3,2,43,9,0,12.2215
201516142708,1,3,5,2,43,9,2,61.1075
201516142708,1,3,5,2,43,9,12,61.1075
201516142709,1,3,4,2,43,9,0,219.987
201516142709,2,3,4,2,43,9,46,219.987
201516142729,1,3,1,1,43,9,0,12.2215
201516142729,2,3,1,1,43,9,0,12.2215
201516142732,1,3,3,1,43,9,98,12.2215
201516142732,2,3,3,1,43,9,0,12.2215
201516142732,3,3,3,1,43,9,0,12.2215
201516142732,4,3,3,1,43,9,0,12.2215
201516142736,1,3,4,1,43,9,0,219.987
201516142756,1,3,4,1,43,9,0,219.987
201516142756,2,3,4,1,43,9,0,219.987
201516142774,1,3,5,1,43,9,69,61.1075
201516142778,1,3,4,1,43,9,0,219.987
201516142778,2,3,4,1,43,9,0,219.987
201516142784,1,3,6,1,43,9,0,97.772
201516142784,2,3,6,1,43,9,0,97.772
201516142806,1,3,4,1,43,9,3,219.987
201516142806,1,3,4,1,43,9,45,219.987
201516142806,2,3,4,1,43,9,95,219.987
201516142820,1,3,2,1,43,9,0,48.886
201516142822,1,3,6,1,43,9,0,97.772
201516142822,2,3,6,1,43,9,0,97.772
201516142830,1,3,4,1,43,9,0,219.987
201516142830,2,3,4,1,43,9,0,219.987
201516142852,1,3,4,1,43,9,0,219.987
201516142852,2,3,4,1,43,9,0,219.987
201516142854,1,3,3,1,43,9,0,12.2215
201516142860,1,3,6,1,43,9,0,97.772
201516142860,2,3,6,1,43,9,0,97.772
201516142878,1,3,4,1,43,9,0,219.987
201516142878,2,3,4,1,43,9,0,219.987
201516142884,1,3,5,1,43,9,0,61.1075
201516142890,1,3,3,1,43,9,31,12.2215
201516142890,1,3,3,1,43,9,72,12.2215
201516142890,2,3,3,1,43,9,0,12.2215
201516142901,1,3,4,1,43,9,0,219.987
201516142901,2,3,4,1,43,9,0,219.987
201516142906,1,3,3,1,43,9,0,12.2215
201516142906,2,3,3,1,43,9,0,12.2215
201516142920,1,3,4,1,43,9,0,219.987
201516142920,2,3,4,1,43,9,0,219.987
201516142920,3,3,4,1,43,9,0,219.987
201516142929,1,3,6,1,43,9,0,97.772
201516142943,1,3,4,1,43,9,0,219.987
201516142943,2,3,4,1,43,9,0,219.987
201516142970,1,3,4,1,43,9,0,219.987
201516142970,2,3,4,1,43,9,0,219.987
201516142978,1,3,6,1,43,9,0,97.772
201516142978,2,3,6,1,43,9,0,97.772
201516142978,3,3,6,1,43,9,0,97.772
201516142992,1,3,4,1,43,9,46,219.987
201516142992,1,3,4,1,43,9,72,219.987
201516142992,2,3,4,1,43,9,0,219.987
201516143010,1,3,4,3,43,9,0,219.987
201516143010,2,3,4,3,43,9,0,219.987
201516143014,1,3,6,3,43,9,0,97.772
201516143014,2,3,6,3,43,9,0,97.772
201516143035,1,3,4,3,43,9,0,219.987
201516143035,2,3,4,3,43,9,0,219.987
201516143056,1,3,4,3,43,9,0,219.987
201516143056,2,3,4,3,43,9,0,219.987
201516143061,1,3,6,3,43,9,0,97.772
201516143061,2,3,6,3,43,9,0,97.772
201516143066,1,3,5,3,43,9,0,61.1075
201516143066,2,3,5,3,43,9,0,61.1075
201516143099,1,3,6,2,43,9,98,97.772
201516143099,2,3,6,2,43,9,0,97.772
201516143109,1,3,4,2,43,9,0,219.987
201516143109,2,3,4,2,43,9,72,219.987
201516143122,1,3,3,2,43,9,0,12.2215
201516143131,1,3,4,2,43,9,98,219.987
201516143131,2,3,4,2,43,9,0,219.987
201516143132,1,3,5,2,43,9,61,61.1075
201516143132,2,3,5,2,43,9,0,61.1075
201516143138,1,3,6,2,43,9,0,97.772
201516143157,1,3,4,2,43,9,98,219.987
201516143157,2,3,4,2,43,9,0,219.987
201516143187,1,3,4,6,43,9,98,207.086595
201516143187,2,3,4,6,43,9,0,207.086595
201516143192,1,3,4,6,43,9,61,207.086595
201516143192,2,3,4,6,43,9,0,207.086595
201516143196,1,3,6,6,43,9,98,82.834638
201516143196,2,3,6,6,43,9,0,82.834638
201516143199,1,3,6,6,43,9,0,82.834638
201516143199,2,3,6,6,43,9,0,82.834638
201516143200,1,3,4,6,43,9,0,207.086595
201516143200,2,3,4,6,43,9,0,207.086595
201516143201,1,3,5,6,43,9,3,41.417319
201516143201,2,3,5,6,43,9,0,41.417319
201516143207,1,3,4,6,43,9,0,207.086595
201516143214,1,3,4,4,43,9,0,219.987
201516143214,2,3,4,4,43,9,0,219.987
201516143215,1,3,6,4,43,9,0,97.772
201516143215,2,3,6,4,43,9,0,97.772
201516143227,1,3,3,3,43,9,0,12.2215
201516143236,1,3,4,3,43,9,0,219.987
201516143236,2,3,4,3,43,9,0,219.987
201516143259,1,3,4,3,43,9,0,219.987
201516143259,2,3,4,3,43,9,0,219.987
201516143273,1,3,6,3,43,9,46,97.772
201516143273,2,3,6,3,43,9,0,97.772
201516143283,1,3,4,3,43,9,0,219.987
201516143283,2,3,4,3,43,9,0,219.987
201516143306,1,3,4,10,43,9,31,229.388268
201516143306,1,3,4,10,43,9,72,229.388268
201516143306,2,3,4,10,43,9,0,229.388268
201516143310,1,3,4,10,43,9,0,229.388268
201516143310,2,3,4,10,43,9,0,229.388268
201516143310,3,3,4,10,43,9,0,229.388268
201516143314,1,3,4,10,43,9,3,229.388268
201516143314,2,3,4,10,43,9,0,229.388268
201516143314,3,3,4,10,43,9,0,229.388268
201516143329,1,3,6,2,43,9,98,97.772
201516143329,2,3,6,2,43,9,0,97.772
201516143329,3,3,6,2,43,9,0,97.772
201516143329,4,3,6,2,43,9,0,97.772
201516143332,1,3,4,2,43,9,98,219.987
201516143332,2,3,4,2,43,9,0,219.987
201516143353,1,3,6,2,43,9,23,97.772
201516143353,1,3,6,2,43,9,89,97.772
201516143353,2,3,6,2,43,9,0,97.772
201516143356,1,3,5,2,43,9,23,61.1075
201516143356,2,3,5,2,43,9,0,61.1075
201516143367,1,3,4,2,43,9,0,219.987
201516143388,1,3,6,2,43,9,0,97.772
201516143388,2,3,6,2,43,9,46,97.772
201516143395,1,3,5,2,43,9,69,61.1075
201516143398,1,3,4,2,43,9,98,219.987
201516143398,2,3,4,2,43,9,0,219.987
201516143425,1,3,4,2,43,9,53,219.987
201516143425,2,3,4,2,43,9,0,219.987
201516143442,1,3,5,2,43,9,98,61.1075
201516143442,2,3,5,2,43,9,0,61.1075
201516143442,3,3,5,2,43,9,0,61.1075
201516143445,1,3,4,2,43,9,0,219.987
201516143445,2,3,4,2,43,9,98,219.987
201516143458,1,3,6,2,43,9,0,97.772
201516143458,2,3,6,2,43,9,98,97.772
201516143466,1,3,5,3,43,9,0,61.1075
201516143466,2,3,5,3,43,9,0,61.1075
201516143484,1,3,4,3,43,9,0,219.987
201516143484,2,3,4,3,43,9,0,219.987
201516143503,1,3,6,3,43,9,0,97.772
201516143508,1,3,4,3,43,9,0,219.987
201516143508,2,3,4,3,43,9,0,219.987
201516143532,1,3,4,1,43,9,0,219.987
201516143532,2,3,4,1,43,9,0,219.987
201516143549,1,3,6,1,43,9,0,97.772
201516143557,1,3,4,1,43,9,0,219.987
201516143557,2,3,4,1,43,9,0,219.987
201516143568,1,3,5,1,43,9,0,61.1075
201516143568,2,3,5,1,43,9,37,61.1075
201516143579,1,3,4,1,43,9,0,219.987
201516143579,2,3,4,1,43,9,0,219.987
201516143593,1,3,3,1,43,9,31,12.2215
201516143593,2,3,3,1,43,9,0,12.2215
201516143601,1,3,4,1,43,9,0,219.987
201516143601,2,3,4,1,43,9,0,219.987
201516143607,1,3,6,1,43,9,0,97.772
201516143607,2,3,6,1,43,9,0,97.772
201516143627,1,3,4,1,43,9,0,219.987
201516143627,2,3,4,1,43,9,0,219.987
201516143649,1,3,6,1,43,9,0,97.772
201516143650,1,3,4,1,43,9,0,219.987
201516143669,1,3,4,1,43,9,31,219.987
201516143669,2,3,4,1,43,9,0,219.987
201516143673,1,3,5,1,43,9,0,61.1075
201516143676,1,3,3,1,43,9,0,12.2215
201516143676,2,3,3,1,43,9,0,12.2215
201516143676,3,3,3,1,43,9,0,12.2215
201516143684,1,3,3,1,43,9,0,12.2215
201516143684,2,3,3,1,43,9,3,12.2215
201516143694,1,3,4,1,43,9,71,219.987
201516143694,2,3,4,1,43,9,0,219.987
201516143708,1,3,6,10,43,9,46,114.694134
201516143708,2,3,6,10,43,9,0,114.694134
201516143709,1,3,4,10,43,9,7,229.388268
201516143709,1,3,4,10,43,9,98,229.388268
201516143709,2,3,4,10,43,9,0,229.388268
201516143724,1,3,3,1,43,9,0,12.2215
201516143724,2,3,3,1,43,9,0,12.2215
201516143724,3,3,3,1,43,9,0,12.2215
201516143730,1,3,4,1,43,9,3,219.987
201516143730,2,3,4,1,43,9,0,219.987
201516143750,1,3,4,1,43,9,0,219.987
201516143750,2,3,4,1,43,9,0,219.987
201516143769,1,3,5,1,43,9,3,61.1075
201516143769,2,3,5,1,43,9,0,61.1075
201516143773,1,3,6,1,43,9,12,97.772
201516143778,1,3,4,1,43,9,0,219.987
201516143778,2,3,4,1,43,9,0,219.987
201516143802,1,3,4,1,43,9,0,219.987
201516143822,1,3,4,1,43,9,0,219.987
201516143822,2,3,4,1,43,9,0,219.987
201516143831,1,3,5,1,43,9,0,61.1075
201516143832,1,3,6,1,43,9,0,97.772
201516143848,1,3,4,1,43,9,0,219.987
201516143848,2,3,4,1,43,9,0,219.987
201516143848,3,3,4,1,43,9,0,219.987
201516143864,1,3,6,1,43,9,0,97.772
201516143864,2,3,6,1,43,9,0,97.772
201516143864,3,3,6,1,43,9,0,97.772
201516143864,4,3,6,1,43,9,0,97.772
201516143871,1,3,4,1,43,9,0,219.987
201516143871,2,3,4,1,43,9,0,219.987
201516143897,1,3,4,1,43,9,0,219.987
201516143897,2,3,4,1,43,9,0,219.987
201516143899,1,3,5,1,43,9,23,61.1075
201516143919,1,3,4,1,43,9,0,219.987
201516143919,2,3,4,1,43,9,0,219.987
201516143926,1,3,6,1,43,9,31,97.772
201516143926,1,3,6,1,43,9,72,97.772
201516143926,2,3,6,1,43,9,0,97.772
201516143942,1,3,4,1,43,9,98,219.987
201516143942,2,3,4,1,43,9,0,219.987
201516143942,3,3,4,1,43,9,0,219.987
201516143967,1,3,4,1,43,9,0,219.987
201516143967,2,3,4,1,43,9,0,219.987
201516143979,1,3,6,1,43,9,0,97.772
201516143979,2,3,6,1,43,9,0,97.772
201516143990,1,3,4,1,43,9,98,219.987
201516143990,2,3,4,1,43,9,0,219.987
201516144001,1,3,3,1,43,9,0,12.2215
201516144009,1,3,5,1,43,9,0,61.1075
201516144014,1,3,4,1,43,9,0,219.987
201516144029,1,3,3,1,43,9,0,12.2215
201516144029,2,3,3,1,43,9,0,12.2215
201516144038,1,3,4,1,43,9,0,219.987
201516144038,2,3,4,1,43,9,0,219.987
201516144039,1,3,6,1,43,9,0,97.772
201516144063,1,3,4,1,43,9,0,219.987
201516144063,2,3,4,1,43,9,0,219.987
201516144083,1,3,6,1,43,9,31,97.772
201516144083,2,3,6,1,43,9,0,97.772
201516144087,1,3,4,1,43,9,0,219.987
201516144087,2,3,4,1,43,9,98,219.987
201516144094,1,3,5,1,43,9,0,61.1075
201516144094,2,3,5,1,43,9,0,61.1075
201516144107,1,3,4,1,43,9,0,219.987
201516144107,2,3,4,1,43,9,0,219.987
201516144107,3,3,4,1,43,9,0,219.987
201516144114,1,3,1,1,43,9,0,12.2215
201516144115,1,3,3,2,43,9,46,12.2215
201516144115,2,3,3,2,43,9,0,12.2215
201516144126,1,3,4,2,43,9,69,219.987
201516144145,1,3,6,2,43,9,0,97.772
201516144145,2,3,6,2,43,9,0,97.772
201516144150,1,3,4,2,43,9,46,219.987
201516144150,2,3,4,2,43,9,0,219.987
201516144169,1,3,5,2,43,9,23,61.1075
201516144179,1,3,4,2,43,9,0,219.987
201516144179,2,3,4,2,43,9,0,219.987
201516144183,1,3,6,2,43,9,2,97.772
201516144183,1,3,6,2,43,9,21,97.772
201516144192,1,3,3,2,43,9,29,12.2215
201516144192,1,3,3,2,43,9,74,12.2215
201516144192,1,3,3,2,43,9,99,12.2215
201516144192,2,3,3,2,43,9,0,12.2215
201516144205,1,3,4,2,43,9,0,219.987
201516144205,2,3,4,2,43,9,53,219.987
201516144219,1,3,6,2,43,9,0,97.772
201516144219,2,3,6,2,43,9,98,97.772
201516144234,1,3,4,2,43,9,3,219.987
201516144234,2,3,4,2,43,9,0,219.987
201516144254,1,3,4,2,43,9,98,219.987
201516144254,2,3,4,2,43,9,0,219.987
201516144270,1,3,4,1,43,9,0,219.987
201516144270,2,3,4,1,43,9,0,219.987
201516144291,1,3,4,1,43,9,37,219.987
201516144291,1,3,4,1,43,9,72,219.987
201516144291,2,3,4,1,43,9,74,219.987
201516144302,1,3,6,1,43,9,0,97.772
201516144302,2,3,6,1,43,9,19,97.772
201516144302,2,3,6,1,43,9,71,97.772
201516144302,2,3,6,1,43,9,98,97.772
201516144314,1,3,5,1,43,9,31,61.1075
201516144314,1,3,5,1,43,9,74,61.1075
201516144314,2,3,5,1,43,9,0,61.1075
201516144316,1,3,4,1,43,9,0,219.987
201516144316,2,3,4,1,43,9,0,219.987
201516144316,3,3,4,1,43,9,31,219.987
201516144324,1,3,4,10,43,9,58,229.388268
201516144324,2,3,4,10,43,9,0,229.388268
201516144328,1,3,4,10,43,9,72,229.388268
201516144328,1,3,4,10,43,9,98,229.388268
201516144328,2,3,4,10,43,9,0,229.388268
201516144332,1,3,4,10,43,9,69,229.388268
201516144332,2,3,4,10,43,9,0,229.388268
201516144362,1,3,4,3,43,9,0,219.987
201516144362,2,3,4,3,43,9,0,219.987
201516144384,1,3,4,3,43,9,0,219.987
